video_path,relative_path,label,label_name,manipulation_type,identity_group,frame_count,width,height,file_size_mb,split
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\355_748.mp4,Face2Face/355_748.mp4,1,FAKE,Face2Face,Face2Face_355_748,318,1920,1080,3.19,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\356_324.mp4,Face2Face/356_324.mp4,1,FAKE,Face2Face,Face2Face_356_324,1249,1280,720,6.44,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\357_432.mp4,Face2Face/357_432.mp4,1,FAKE,Face2Face,Face2Face_357_432,360,832,480,0.47,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\358_380.mp4,Face2Face/358_380.mp4,1,FAKE,Face2Face,Face2Face_358_380,455,640,480,0.6,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\359_317.mp4,Face2Face/359_317.mp4,1,FAKE,Face2Face,Face2Face_359_317,682,640,480,1.23,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\360_437.mp4,Face2Face/360_437.mp4,1,FAKE,Face2Face,Face2Face_360_437,593,1280,720,3.21,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\361_448.mp4,Face2Face/361_448.mp4,1,FAKE,Face2Face,Face2Face_361_448,528,1280,720,3.48,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\362_354.mp4,Face2Face/362_354.mp4,1,FAKE,Face2Face,Face2Face_362_354,460,1280,720,1.82,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\363_343.mp4,Face2Face/363_343.mp4,1,FAKE,Face2Face,Face2Face_363_343,299,640,480,0.6,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\364_440.mp4,Face2Face/364_440.mp4,1,FAKE,Face2Face,Face2Face_364_440,419,832,480,1.27,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\366_473.mp4,Face2Face/366_473.mp4,1,FAKE,Face2Face,Face2Face_366_473,574,640,480,1.18,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\368_378.mp4,Face2Face/368_378.mp4,1,FAKE,Face2Face,Face2Face_368_378,761,640,480,1.16,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\369_316.mp4,Face2Face/369_316.mp4,1,FAKE,Face2Face,Face2Face_369_316,566,832,480,1.16,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\370_483.mp4,Face2Face/370_483.mp4,1,FAKE,Face2Face,Face2Face_370_483,375,1920,1080,3.57,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\371_367.mp4,Face2Face/371_367.mp4,1,FAKE,Face2Face,Face2Face_371_367,649,576,480,1.3,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\372_413.mp4,Face2Face/372_413.mp4,1,FAKE,Face2Face,Face2Face_372_413,379,832,480,0.74,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\374_407.mp4,Face2Face/374_407.mp4,1,FAKE,Face2Face,Face2Face_374_407,504,1280,720,1.32,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\375_251.mp4,Face2Face/375_251.mp4,1,FAKE,Face2Face,Face2Face_375_251,346,1280,720,1.75,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\376_381.mp4,Face2Face/376_381.mp4,1,FAKE,Face2Face,Face2Face_376_381,578,1280,720,1.93,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\378_368.mp4,Face2Face/378_368.mp4,1,FAKE,Face2Face,Face2Face_378_368,761,1280,720,3.71,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\379_158.mp4,Face2Face/379_158.mp4,1,FAKE,Face2Face,Face2Face_379_158,444,640,480,1.2,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\380_358.mp4,Face2Face/380_358.mp4,1,FAKE,Face2Face,Face2Face_380_358,534,640,480,0.71,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\381_376.mp4,Face2Face/381_376.mp4,1,FAKE,Face2Face,Face2Face_381_376,515,640,480,1.34,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\382_409.mp4,Face2Face/382_409.mp4,1,FAKE,Face2Face,Face2Face_382_409,361,640,480,0.79,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\383_353.mp4,Face2Face/383_353.mp4,1,FAKE,Face2Face,Face2Face_383_353,358,1920,1080,2.21,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\384_932.mp4,Face2Face/384_932.mp4,1,FAKE,Face2Face,Face2Face_384_932,484,1920,1080,3.28,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\386_154.mp4,Face2Face/386_154.mp4,1,FAKE,Face2Face,Face2Face_386_154,594,1920,1080,4.58,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\388_308.mp4,Face2Face/388_308.mp4,1,FAKE,Face2Face,Face2Face_388_308,502,640,480,0.78,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\389_480.mp4,Face2Face/389_480.mp4,1,FAKE,Face2Face,Face2Face_389_480,485,1920,1080,4.29,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\390_709.mp4,Face2Face/390_709.mp4,1,FAKE,Face2Face,Face2Face_390_709,300,1280,720,2.13,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\391_406.mp4,Face2Face/391_406.mp4,1,FAKE,Face2Face,Face2Face_391_406,512,640,480,0.64,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\392_339.mp4,Face2Face/392_339.mp4,1,FAKE,Face2Face,Face2Face_392_339,457,1280,720,2.25,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\393_405.mp4,Face2Face/393_405.mp4,1,FAKE,Face2Face,Face2Face_393_405,531,640,480,1.05,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\394_373.mp4,Face2Face/394_373.mp4,1,FAKE,Face2Face,Face2Face_394_373,602,1280,720,2.02,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\396_272.mp4,Face2Face/396_272.mp4,1,FAKE,Face2Face,Face2Face_396_272,323,1280,720,1.01,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\397_602.mp4,Face2Face/397_602.mp4,1,FAKE,Face2Face,Face2Face_397_602,667,1920,1080,6.82,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\399_488.mp4,Face2Face/399_488.mp4,1,FAKE,Face2Face,Face2Face_399_488,518,1280,720,2.08,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\400_476.mp4,Face2Face/400_476.mp4,1,FAKE,Face2Face,Face2Face_400_476,310,1280,720,1.32,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\401_395.mp4,Face2Face/401_395.mp4,1,FAKE,Face2Face,Face2Face_401_395,448,1280,720,1.77,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\402_453.mp4,Face2Face/402_453.mp4,1,FAKE,Face2Face,Face2Face_402_453,645,1920,1080,7.29,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\403_497.mp4,Face2Face/403_497.mp4,1,FAKE,Face2Face,Face2Face_403_497,621,256,480,0.74,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\404_429.mp4,Face2Face/404_429.mp4,1,FAKE,Face2Face,Face2Face_404_429,457,1280,720,3.79,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\405_393.mp4,Face2Face/405_393.mp4,1,FAKE,Face2Face,Face2Face_405_393,579,640,480,1.08,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\406_391.mp4,Face2Face/406_391.mp4,1,FAKE,Face2Face,Face2Face_406_391,547,576,480,1.48,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\407_374.mp4,Face2Face/407_374.mp4,1,FAKE,Face2Face,Face2Face_407_374,586,576,480,1.4,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\408_424.mp4,Face2Face/408_424.mp4,1,FAKE,Face2Face,Face2Face_408_424,311,704,480,1.51,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\409_382.mp4,Face2Face/409_382.mp4,1,FAKE,Face2Face,Face2Face_409_382,313,640,480,0.43,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\411_410.mp4,Face2Face/411_410.mp4,1,FAKE,Face2Face,Face2Face_411_410,459,1920,1080,5.63,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\412_274.mp4,Face2Face/412_274.mp4,1,FAKE,Face2Face,Face2Face_412_274,474,1280,720,1.37,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\413_372.mp4,Face2Face/413_372.mp4,1,FAKE,Face2Face,Face2Face_413_372,486,640,480,0.85,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\414_385.mp4,Face2Face/414_385.mp4,1,FAKE,Face2Face,Face2Face_414_385,349,1920,1080,3.65,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\415_484.mp4,Face2Face/415_484.mp4,1,FAKE,Face2Face,Face2Face_415_484,319,704,480,0.38,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\416_342.mp4,Face2Face/416_342.mp4,1,FAKE,Face2Face,Face2Face_416_342,302,1280,720,1.58,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\419_824.mp4,Face2Face/419_824.mp4,1,FAKE,Face2Face,Face2Face_419_824,577,1280,720,2.33,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\420_257.mp4,Face2Face/420_257.mp4,1,FAKE,Face2Face,Face2Face_420_257,763,576,480,1.19,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\421_423.mp4,Face2Face/421_423.mp4,1,FAKE,Face2Face,Face2Face_421_423,1814,640,480,2.99,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\422_695.mp4,Face2Face/422_695.mp4,1,FAKE,Face2Face,Face2Face_422_695,310,1920,1080,4.51,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\423_421.mp4,Face2Face/423_421.mp4,1,FAKE,Face2Face,Face2Face_423_421,1038,576,480,1.86,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\424_408.mp4,Face2Face/424_408.mp4,1,FAKE,Face2Face,Face2Face_424_408,306,640,480,0.55,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\425_485.mp4,Face2Face/425_485.mp4,1,FAKE,Face2Face,Face2Face_425_485,803,832,480,1.66,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\427_637.mp4,Face2Face/427_637.mp4,1,FAKE,Face2Face,Face2Face_427_637,510,1280,720,0.81,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\428_466.mp4,Face2Face/428_466.mp4,1,FAKE,Face2Face,Face2Face_428_466,334,1280,720,1.06,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\429_404.mp4,Face2Face/429_404.mp4,1,FAKE,Face2Face,Face2Face_429_404,798,640,480,1.85,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\430_459.mp4,Face2Face/430_459.mp4,1,FAKE,Face2Face,Face2Face_430_459,526,1920,1080,3.72,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\431_447.mp4,Face2Face/431_447.mp4,1,FAKE,Face2Face,Face2Face_431_447,326,1280,720,1.03,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\432_357.mp4,Face2Face/432_357.mp4,1,FAKE,Face2Face,Face2Face_432_357,346,640,480,0.57,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\433_498.mp4,Face2Face/433_498.mp4,1,FAKE,Face2Face,Face2Face_433_498,317,1280,720,1.48,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\434_438.mp4,Face2Face/434_438.mp4,1,FAKE,Face2Face,Face2Face_434_438,542,832,480,0.76,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\435_456.mp4,Face2Face/435_456.mp4,1,FAKE,Face2Face,Face2Face_435_456,608,640,480,1.22,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\437_360.mp4,Face2Face/437_360.mp4,1,FAKE,Face2Face,Face2Face_437_360,385,1280,720,2.68,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\438_434.mp4,Face2Face/438_434.mp4,1,FAKE,Face2Face,Face2Face_438_434,337,640,480,0.41,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\439_441.mp4,Face2Face/439_441.mp4,1,FAKE,Face2Face,Face2Face_439_441,305,640,480,0.57,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\440_364.mp4,Face2Face/440_364.mp4,1,FAKE,Face2Face,Face2Face_440_364,648,640,480,0.81,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\441_439.mp4,Face2Face/441_439.mp4,1,FAKE,Face2Face,Face2Face_441_439,462,640,480,1.0,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\443_514.mp4,Face2Face/443_514.mp4,1,FAKE,Face2Face,Face2Face_443_514,361,640,480,0.49,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\444_655.mp4,Face2Face/444_655.mp4,1,FAKE,Face2Face,Face2Face_444_655,678,832,480,1.22,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\445_494.mp4,Face2Face/445_494.mp4,1,FAKE,Face2Face,Face2Face_445_494,802,1280,720,2.87,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\447_431.mp4,Face2Face/447_431.mp4,1,FAKE,Face2Face,Face2Face_447_431,616,640,480,1.06,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\448_361.mp4,Face2Face/448_361.mp4,1,FAKE,Face2Face,Face2Face_448_361,455,1280,720,1.8,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\449_451.mp4,Face2Face/449_451.mp4,1,FAKE,Face2Face,Face2Face_449_451,383,1280,720,1.8,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\451_449.mp4,Face2Face/451_449.mp4,1,FAKE,Face2Face,Face2Face_451_449,306,1280,720,1.15,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\452_550.mp4,Face2Face/452_550.mp4,1,FAKE,Face2Face,Face2Face_452_550,444,640,480,0.75,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\453_402.mp4,Face2Face/453_402.mp4,1,FAKE,Face2Face,Face2Face_453_402,423,1280,718,1.56,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\455_471.mp4,Face2Face/455_471.mp4,1,FAKE,Face2Face,Face2Face_455_471,540,640,480,1.9,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\457_398.mp4,Face2Face/457_398.mp4,1,FAKE,Face2Face,Face2Face_457_398,582,640,480,1.32,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\458_722.mp4,Face2Face/458_722.mp4,1,FAKE,Face2Face,Face2Face_458_722,396,832,480,0.81,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\459_430.mp4,Face2Face/459_430.mp4,1,FAKE,Face2Face,Face2Face_459_430,357,1920,1080,3.0,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\460_678.mp4,Face2Face/460_678.mp4,1,FAKE,Face2Face,Face2Face_460_678,400,1280,720,1.64,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\461_250.mp4,Face2Face/461_250.mp4,1,FAKE,Face2Face,Face2Face_461_250,564,1280,720,1.92,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\462_467.mp4,Face2Face/462_467.mp4,1,FAKE,Face2Face,Face2Face_462_467,423,640,480,0.72,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\463_464.mp4,Face2Face/463_464.mp4,1,FAKE,Face2Face,Face2Face_463_464,404,608,480,0.98,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\468_470.mp4,Face2Face/468_470.mp4,1,FAKE,Face2Face,Face2Face_468_470,905,576,480,1.79,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\471_455.mp4,Face2Face/471_455.mp4,1,FAKE,Face2Face,Face2Face_471_455,370,640,480,0.61,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\472_511.mp4,Face2Face/472_511.mp4,1,FAKE,Face2Face,Face2Face_472_511,809,640,480,0.55,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\473_366.mp4,Face2Face/473_366.mp4,1,FAKE,Face2Face,Face2Face_473_366,404,640,480,0.63,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\474_281.mp4,Face2Face/474_281.mp4,1,FAKE,Face2Face,Face2Face_474_281,309,640,480,1.29,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\475_265.mp4,Face2Face/475_265.mp4,1,FAKE,Face2Face,Face2Face_475_265,552,1280,720,2.3,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\477_487.mp4,Face2Face/477_487.mp4,1,FAKE,Face2Face,Face2Face_477_487,319,1248,720,1.24,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\478_506.mp4,Face2Face/478_506.mp4,1,FAKE,Face2Face,Face2Face_478_506,668,640,480,0.78,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\479_706.mp4,Face2Face/479_706.mp4,1,FAKE,Face2Face,Face2Face_479_706,328,1920,1080,2.8,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\480_389.mp4,Face2Face/480_389.mp4,1,FAKE,Face2Face,Face2Face_480_389,314,1280,720,1.48,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\481_469.mp4,Face2Face/481_469.mp4,1,FAKE,Face2Face,Face2Face_481_469,414,1280,720,2.5,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\482_465.mp4,Face2Face/482_465.mp4,1,FAKE,Face2Face,Face2Face_482_465,329,640,480,1.01,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\483_370.mp4,Face2Face/483_370.mp4,1,FAKE,Face2Face,Face2Face_483_370,396,1280,720,1.17,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\484_415.mp4,Face2Face/484_415.mp4,1,FAKE,Face2Face,Face2Face_484_415,563,640,480,0.65,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\485_425.mp4,Face2Face/485_425.mp4,1,FAKE,Face2Face,Face2Face_485_425,336,832,480,0.66,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\486_680.mp4,Face2Face/486_680.mp4,1,FAKE,Face2Face,Face2Face_486_680,300,640,480,0.47,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\487_477.mp4,Face2Face/487_477.mp4,1,FAKE,Face2Face,Face2Face_487_477,365,1280,720,1.92,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\489_022.mp4,Face2Face/489_022.mp4,1,FAKE,Face2Face,Face2Face_489_022,325,1280,720,1.73,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\490_534.mp4,Face2Face/490_534.mp4,1,FAKE,Face2Face,Face2Face_490_534,384,1920,1080,3.27,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\491_226.mp4,Face2Face/491_226.mp4,1,FAKE,Face2Face,Face2Face_491_226,328,1920,1080,3.28,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\493_538.mp4,Face2Face/493_538.mp4,1,FAKE,Face2Face,Face2Face_493_538,596,640,480,1.46,train
D:\Programming\Major Project\A-Multimodal-Approach-for-Deepfake-Detection-\FaceForensic Dataset\FaceForensics++_C23\Face2Face\494_445.mp4,Face2Face/494_445.mp4,1,FAKE,Face2Face,Face2Face_494_445,1053,1280,720,4.4,train
